#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="coalescent" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize" name="popSize">1.0</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree clusterType="upgma" id="tree" spec="beast.util.ClusterTree">
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="OmegaPrior" name="distribution">
#            <parameter id="m0.omega" name="x">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">-3.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="KappaPrior" name="distribution">
#            <parameter id="m0.kappa" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="M">3.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior" name="distribution" x="@popSize">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@tree">
#            <data data="@alignment" dataType="codon" geneticCode="vertebrateMitochondrial" id="codon.alignment" spec="beast.evolution.alignment.CodonAlignment"/>
#            <siteModel gammaCategoryCount="1" id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#                <substModel id="m0" kappa="@m0.kappa" omega="@m0.omega" spec="codonmodels.M0Model">
#                    <frequencies data="@codon.alignment" estimate="false" id="m0.freqs" spec="codonmodels.CodonFrequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.m0" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter id="clockRate" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	coalescent	popSize	m0.kappa	m0.omega	clockRate
68000	-1952.8915209956513	-1955.0467050227448	2.1551840270935863	3.3151513560915364	0.19668627531072214	23.219602285131955	0.0684184473104801	1.0
70000	-1950.6743701204227	-1953.0082658294875	2.3338957090648185	3.805801242347224	0.2793274017276365	16.437634999434717	0.0865416700695969	1.0
72000	-1949.5319419822247	-1952.3035643767212	2.771622394496445	4.021750740447291	0.2131090678163063	20.059471615553296	0.07798551132300013	1.0
74000	-1949.6148503357924	-1953.5245512251538	3.909700889361333	4.291644208705003	0.1194903544387006	18.096171187247656	0.06688547319750761	1.0
76000	-1952.1742620080206	-1956.2584364375334	4.0841744295128555	4.948280944732516	0.14266743717013314	11.827664781966849	0.10805309231887511	1.0
78000	-1956.272849496844	-1957.294020335297	1.0211708384532414	2.4376564866360217	0.36654437610083834	13.289204087562002	0.07685050907322834	1.0
80000	-1951.868069358373	-1954.6437123597989	2.7756430014258555	4.217246246546599	0.22640089821442402	20.869852167769697	0.08359148490588433	1.0
82000	-1954.458230848241	-1956.779534235886	2.3213033876449556	2.5811539970352206	0.10841959736972268	12.754845141909948	0.08242980024633298	1.0
84000	-1951.39244638726	-1954.5207254000757	3.1282790128156726	4.428459784776326	0.2283665788131375	11.297745985608925	0.10771165519683903	1.0
86000	-1957.3766305076751	-1958.3449507860869	0.9683202784117784	3.1109713919922286	0.3592319262462579	22.544993093021542	0.09384640119929379	1.0
88000	-1949.0229853446594	-1952.43075023961	3.4077648949505397	4.068254325532183	0.14250182600576689	17.62260792067888	0.07420658645479045	1.0
90000	-1951.394407876705	-1954.3369977394116	2.9425898627066465	3.85540928580951	0.24087095834521663	18.24960900314194	0.0572053475938752	1.0
92000	-1953.9560674367413	-1956.3659516653663	2.4098842286251654	4.002863082384064	0.30316341015843495	12.025909971317976	0.10547339429452023	1.0
94000	-1951.81942960186	-1954.8350834914493	3.015653889589186	4.035242494330117	0.17479018476802796	17.038624751400476	0.08557072205766264	1.0
96000	-1948.5189170483732	-1952.0971286630386	3.5782116146654563	4.4081605498520915	0.19642750061253367	14.594378792625571	0.0747932242667942	1.0
98000	-1955.232549949852	-1959.7018166436876	4.4692666938356975	4.785344586121873	0.14570069737631333	11.450662275814512	0.07238216463590245	1.0
100000	-1950.4336115069516	-1954.5104507387327	4.076839231781225	4.272099299795955	0.1408162338085217	16.791671222623744	0.05180547368210032	1.0
102000	-1954.6258785288117	-1955.0716742859936	0.44579575718194886	2.1487428497112893	0.43362691129943554	14.32644222482198	0.08058175925367561	1.0
104000	-1953.9090218384404	-1953.8055747133528	-0.1034471250874851	1.6528636784453263	0.5296657287446496	19.89066668375421	0.05575820007598112	1.0
106000	-1951.2389324075873	-1954.9428233819092	3.7038909743218293	4.3986334003370064	0.13116678562343898	14.612681780688959	0.09153217507724883	1.0
108000	-1949.3864456542678	-1953.1541892355008	3.7677435812330318	4.408292710726782	0.12401315141023951	18.047724421523185	0.08005037322805864	1.0
110000	-1952.3294225114198	-1953.736266138783	1.4068436273632665	1.556936617253304	0.07894917933850572	17.299430776980284	0.08005037322805864	1.0
112000	-1960.0571260907075	-1959.6105509719018	-0.44657511880568224	1.4903553802061449	0.5481790782550293	12.213197191417027	0.08792320881802711	1.0
114000	-1958.3182245231947	-1960.0129308083542	1.6947062851596186	2.700696466509208	0.2945421876018856	13.70938566461368	0.06444697281656815	1.0
116000	-1949.3023501740756	-1953.4417130960878	4.139362922012268	4.378643072309518	0.11348146670950002	15.583416396263692	0.06922735520668145	1.0
118000	-1948.5209485078767	-1952.8135595146562	4.292611006779504	4.695683590027723	0.13201377325489547	14.075734689326344	0.07472678840385062	1.0
120000	-1956.2210209546972	-1959.0081122838656	2.787091329168398	3.792874732807625	0.22083135804162268	17.839762544562564	0.0681811461159131	1.0
122000	-1954.1130459992396	-1956.1357014559846	2.022655456745031	2.3153040192894543	0.08342516977627971	15.864739946036448	0.09040249331418417	1.0
124000	-1951.4783900547548	-1955.391864857452	3.91347480269724	3.727410989719213	0.11672478262135959	13.626320350631838	0.050662698547492335	1.0
126000	-1952.6984744389595	-1955.2219006034998	2.5234261645402483	4.098022325921551	0.23963154695063046	16.918122559273424	0.10196148403020305	1.0
128000	-1950.461287795728	-1953.4642577824561	3.0029699867281705	3.8447308222816146	0.20177195051199914	15.409756996596775	0.07131888529526284	1.0
130000	-1949.2214961095988	-1953.7459400519817	4.524443942382911	4.871478290356235	0.10813029611702724	15.139513721267758	0.07988697347419133	1.0
132000	-1952.6019933139835	-1956.1145216220548	3.5125283080713126	3.285284600565349	0.08472496024332488	15.572772586439646	0.05962318351182506	1.0
134000	-1950.8911258040116	-1954.0842753591414	3.193149555129831	3.6191675341412424	0.09551471997881798	14.673436612066478	0.09453245551786282	1.0
136000	-1950.466958121468	-1954.6068733194677	4.139915197999585	4.191854472785477	0.111297039017287	16.05169688306791	0.05859739435586631	1.0
138000	-1950.6189444382476	-1954.9879001141676	4.368955675919901	3.900555607823938	0.06561630670572421	15.320051230155391	0.061130183470667766	1.0
140000	-1952.625509079661	-1956.2355559709292	3.6100468912681913	4.763174260639181	0.18510909194855077	19.314569089419603	0.08298444452263004	1.0
142000	-1952.7549861941836	-1956.3586127492345	3.6036265550508686	4.890666732727812	0.15468061717073528	16.09487794089119	0.11602207689455084	1.0
144000	-1952.4173492078426	-1955.5816946127084	3.1643454048659057	3.518883107598496	0.13020105366994342	16.894899037087153	0.06406356667814522	1.0
146000	-1953.417248830545	-1956.902478762852	3.485229932306937	4.043098784500594	0.09598734941755134	14.580123060416575	0.10360946808558849	1.0
148000	-1951.2212952847242	-1953.9789856107886	2.757690326064387	3.695616084121138	0.25353877639745104	16.99691170988629	0.05926851900885962	1.0
150000	-1955.119609639489	-1957.8895577970447	2.769948157555823	3.459074228552578	0.19988043159836488	17.684926387347062	0.05678754769202678	1.0
152000	-1953.807778301035	-1957.6211674128265	3.8133891117915066	3.5416552159725687	0.07803470950416114	15.45751307557033	0.06199338870988703	1.0
154000	-1952.8722832919586	-1957.0483923218355	4.176109029876904	4.381270073698143	0.17663815801516394	13.784267848162916	0.04908025195687967	1.0
156000	-1954.6944515129576	-1958.4564039410318	3.7619524280741046	4.1046518039261946	0.14994496093952606	10.911593584160128	0.0740287406418707	1.0
158000	-1951.9629286060606	-1955.970583213797	4.007654607736402	4.354836442858286	0.08552295122315053	12.213193723478188	0.10613238793298765	1.0
160000	-1951.3700405651282	-1954.050889041647	2.6808484765187535	3.9728702245202765	0.19497722161910522	22.166124732355783	0.0796815623009868	1.0
162000	-1952.0226610710197	-1955.4593383394658	3.4366772684461973	4.097321263016147	0.22114137556518007	11.961906337426035	0.06658393365148374	1.0
164000	-1953.6275518234524	-1955.778150020962	2.1505981975094435	3.609945633360644	0.280914402507049	12.90153589875389	0.09805957382739554	1.0
166000	-1953.7071824920984	-1957.2099377306859	3.502755238587608	3.188531242529743	0.08711092642415182	17.97201750979152	0.047291083583386774	1.0
168000	-1951.8897924061118	-1954.8368390632186	2.9470466571067093	3.6200020910571187	0.17305404935485827	20.953558723667825	0.05486100060938363	1.0
170000	-1952.028211068554	-1953.847799384464	1.8195883159099977	3.061120265321141	0.37528954989716773	12.74708200966292	0.06704564044068649	1.0
172000	-1953.8023925250652	-1955.2179612338275	1.415568708762336	3.0609851282045164	0.3033931847439727	16.657386694603368	0.09168535183034954	1.0
174000	-1951.2834515947382	-1955.9325846569384	4.649133062200233	4.685404107116616	0.12566264832884788	13.071342452001797	0.05994945837880597	1.0
176000	-1949.2888136545212	-1953.51094324017	4.222129585648813	4.507325735161546	0.13292253630356482	13.259624629768558	0.07007004046752532	1.0
178000	-1954.4010373543663	-1959.587008759865	5.185971405498807	5.366792381450143	0.10054440675783213	15.208665199732913	0.07403677462935213	1.0
180000	-1949.5556035570492	-1953.2030244763278	3.647420919278699	3.947621372717035	0.12228553697973796	13.45424429749144	0.07519636745923967	1.0
182000	-1951.2032994685217	-1953.9674493503876	2.764149881865962	3.3904060103741465	0.10739503223026049	20.0527857169114	0.08177216289999231	1.0
184000	-1951.7518528488054	-1953.9964491198093	2.2445962710038856	3.3567340743179326	0.21950229657534104	18.93648615554688	0.07140147770064027	1.0
186000	-1949.9461117531957	-1953.9286135410603	3.982501787864627	4.632495276076765	0.10729006622449727	18.48259072388079	0.08836211126170783	1.0
188000	-1950.0462934565544	-1955.5026433407156	5.456349884161293	5.4464910200657	0.113890545190316	11.270673945157215	0.06837495881063653	1.0
190000	-1949.092251207378	-1953.5296543093066	4.437403101928613	4.709066783068498	0.11771298682156386	13.151109225370922	0.07677221664405894	1.0
192000	-1955.1371233675209	-1956.6748582042603	1.5377348367394668	3.0444307639758885	0.23232935269891364	28.37031319710192	0.06551409781627082	1.0
194000	-1948.4467716653082	-1952.510603953044	4.063832287735721	4.551148617231892	0.1533007178778679	14.828634937160926	0.06854685764202649	1.0
196000	-1951.461099026126	-1955.1091486420005	3.648049615874471	4.2174514699061705	0.23576618652749437	14.31666284472717	0.05139180703113371	1.0
198000	-1950.430955321182	-1954.3191529440146	3.8881976228325383	4.4961532125338195	0.1589539023813731	13.194782563463638	0.07879957368242628	1.0
200000	-1957.7752500352135	-1960.5922260792374	2.816976044023877	4.371036453468124	0.24137510546420254	18.49971058593691	0.09444083541430064	1.0
202000	-1951.525074604557	-1956.3040801271502	4.779005522593243	4.931262870712475	0.15049168464506657	10.990162463279821	0.06275256411897966	1.0
204000	-1949.1739029054877	-1953.0568290883145	3.8829261828267514	3.770831193632674	0.08555331450101443	15.060882362916377	0.06692006130192359	1.0
206000	-1949.935693784321	-1953.248301450172	3.312607665850949	4.277131732843088	0.17207668485261535	14.420388689517722	0.09211308073703514	1.0
208000	-1949.6577170722626	-1953.2747582039922	3.617041131729527	4.439142226632084	0.17699248601484874	15.165732336729544	0.07871864921834584	1.0
210000	-1955.919083339554	-1960.4251218320387	4.506038492484803	5.447935634150216	0.08296751009012175	16.82247886374927	0.1348625818449586	1.0
212000	-1949.8922668673472	-1953.1690833683115	3.2768165009643466	4.353481634055181	0.19026384053748271	18.02830942532548	0.08060966765638165	1.0
214000	-1953.679846615208	-1956.5264041532062	2.846557537998202	4.130058688541842	0.1851155626558263	31.225854567044216	0.05918934664832197	1.0
216000	-1954.4529457229025	-1957.4579155509603	3.004969828057659	4.346016825636127	0.2446094659319546	11.3160339540785	0.10564174795597926	1.0
218000	-1948.3959889792877	-1952.582124342017	4.186135362729363	4.778824405562098	0.15450124845431226	14.123635511167342	0.07649816754348832	1.0
220000	-1951.133159439321	-1955.1216198754978	3.9884604361769567	4.06872839616661	0.07769306115269241	15.91042900868895	0.08126267601959904	1.0
222000	-1950.5324188940867	-1953.2954792179196	2.7630603238329723	3.150362104075649	0.08659862951711642	21.401968613282463	0.07627578719872367	1.0
224000	-1950.5948662737653	-1953.7667012122706	3.1718349385052065	4.288760054368821	0.1802197631368544	17.100711329540314	0.08965529934367408	1.0
226000	-1954.5898804704725	-1952.9005457994494	-1.6893346710230206	0.5299801556945613	0.7186456137577948	14.553441590123604	0.08050686347530046	1.0
228000	-1950.235060780513	-1953.8548493173705	3.61978853685752	4.082060060728086	0.1487892677634872	14.249694785834533	0.07063334257048567	1.0
230000	-1950.5469323868856	-1954.731147591208	4.184215204322357	4.880172246925811	0.11302032228694046	18.05819375921499	0.08938335076471396	1.0
232000	-1949.1870796777512	-1952.6669336032267	3.47985392547558	4.6581053914171395	0.19008620077716085	16.363125318876836	0.09274167937964355	1.0
234000	-1960.6673353685808	-1961.329995117865	0.6626597492844065	2.4221389360696635	0.4052726970987516	16.613584625605007	0.08064660158403048	1.0
236000	-1952.2484198526247	-1957.0260173941695	4.777597541544749	5.163364260403837	0.15626052113078742	10.127575897315195	0.0767377035414009	1.0
238000	-1949.7409139412437	-1954.5261845527725	4.785270611528757	5.119250725600354	0.12196024360131585	17.377716867473126	0.06514417273470605	1.0
240000	-1948.8933738240348	-1951.848218092368	2.9548442683331584	3.2356157699207357	0.09037330738375118	18.285472293217502	0.07667471233598848	1.0
242000	-1951.8241113795373	-1956.112039607044	4.287928227506715	4.308050043363621	0.12702755374439137	15.747849256328275	0.05097024789107822	1.0
244000	-1957.0011917029192	-1957.6776723188725	0.6764806159534063	2.325849911254642	0.41674610559516023	12.179722771205142	0.08717919778217573	1.0
246000	-1950.8499654517777	-1953.3623193624107	2.5123539106330064	2.8610101388637648	0.08516700156997088	21.598460297778995	0.07439920872048067	1.0
248000	-1950.6922873755457	-1954.3348510045575	3.6425636290119003	4.476044952098234	0.12496076050344886	22.71819853951288	0.07725046173219653	1.0
250000	-1949.728387130718	-1952.944799881009	3.216412750291048	4.422718593460592	0.17852357998745969	16.976642154802445	0.0966595722501289	1.0
252000	-1949.965047205585	-1953.165364271864	3.20031706627909	3.3792238805175225	0.11734393157447313	13.68074410395519	0.06978853853871989	1.0
254000	-1951.6407753165995	-1955.4536798790446	3.812904562444987	4.315184134876175	0.12107562589928778	13.910681040496407	0.08672928794972036	1.0
256000	-1949.377043493175	-1953.9632778137106	4.586234320535571	4.713967622642741	0.10342575190477041	11.995598530923166	0.07979496029249729	1.0
258000	-1951.9272093907089	-1954.7940457703835	2.86683637967454	4.268925816128881	0.20140037959882864	19.145354039566808	0.09418715443929987	1.0
260000	-1951.1522974096738	-1955.1856763940307	4.033378984356787	4.481414813878949	0.18807180101890636	13.140421434612836	0.06020211580304846	1.0
262000	-1953.6906192012466	-1955.183377346504	1.4927581452573118	3.506217232378816	0.3364044302935543	21.06485190170124	0.09437555168232158	1.0
264000	-1951.8427520459925	-1955.9184235819791	4.07567153598675	4.169956839397695	0.1560444031124133	11.49992931995381	0.056201096947002795	1.0
266000	-1955.3327491886412	-1958.2186721081034	2.8859229194622427	3.8920981352376924	0.16806576085635194	26.813417430246954	0.05957558200022791	1.0
268000	-1954.2912478759774	-1956.6313995953642	2.3401517193867365	3.2666894700103315	0.3344468308048089	14.340515198322738	0.051704132960549036	1.0
270000	-1951.1442043428547	-1953.568208149615	2.424003806760276	3.6673972473739673	0.21949740157216174	20.919304283511533	0.07328585305008899	1.0
272000	-1949.3474467889334	-1953.6064445370325	4.258997748099154	5.123624536024231	0.14322321204076238	17.313971620593666	0.08747506616634988	1.0
274000	-1953.3990898298855	-1957.8233922336426	4.4243024037570695	4.930145253111389	0.11590630783591768	16.614144718917622	0.08053030042891403	1.0
276000	-1955.7672697428761	-1958.320239490749	2.552969747872863	4.462811969590967	0.22139193061608245	35.29555285753244	0.07527262014185052	1.0
278000	-1952.9394785665934	-1952.0423361859732	-0.897142380620169	1.2166439941922418	0.6136409742921801	15.966679881040688	0.07904304314644885	1.0
280000	-1951.8190765865222	-1953.0446042369742	1.225527650451968	2.7149385962313497	0.37651405381672287	19.468117207199313	0.0608185068080135	1.0
282000	-1948.265678372887	-1952.1705040582674	3.904825685380466	3.992799322473619	0.10059096893647389	15.93602732407466	0.066417349026798	1.0
284000	-1956.8963028821008	-1958.29035575931	1.394052877209185	2.8427574034783936	0.39161568388698054	13.15608708121947	0.07526088345194075	1.0
286000	-1959.7071718693426	-1955.2614644699593	-4.445707399383378	-1.8234614879771756	1.2389728741632253	15.16913007280284	0.07008180445502087	1.0
288000	-1949.6792134445575	-1952.814592224581	3.1353787800234385	3.1723706202525777	0.06138787371679315	17.41250835886836	0.0884041063159379	1.0
290000	-1951.6917213846418	-1955.4414950608796	3.7497736762376483	4.867982954955982	0.16831630419048813	17.75298325979422	0.09198944983070644	1.0
292000	-1954.663820137545	-1955.707812789885	1.0439926523402017	2.594030829975547	0.37457823154076364	25.04858014366771	0.050356219206002056	1.0
294000	-1958.1466073853453	-1956.8661907577314	-1.2804166276138762	0.8237136284236485	0.6508495091499632	24.88980910883213	0.05079979980688879	1.0
296000	-1950.1985638524816	-1954.2992457565301	4.100681904048566	4.522087339131213	0.20944283302427374	12.726440807116077	0.05435419750148811	1.0
